ប្រដែ: brodae
ជ្រនួច: chronuoch
ហសិត: haset
ហួង: houng
ចំអេង: chamaeng
ទន្សង: tonsong
ស្កាត: skat
សៅរសេនី: saurseni
សែនបទ: saenobot
វាណវារ: veanavear
កញ្ជ្រៀប: konhjrieb
សម្បត្តិ: sambat
អផាសុក: aophasok
របុំ: roboam
កន្ទក់កន្ទេញ: kontokkontenh
ក្រឳ: krau
កញ្ឆាត់: konhchheat
ពភក់: pophok
ត្រឡាច: tralach
អបវាទ: aabaveat
ឈឹប: chhueb
ឧបសេនាបតី: uboseneabotei
អនាវាសា: aaneaveasa
សម្បូរណ៍: somburon
មនោ: monou
ហែហៃ: hehay
ទុន: tun
សព្វគ្រប់: sapvokrob
ចត្រង្គ: chotrongkor
គោហៀ: kouhie
នាយឯក: neayok
សំបុត្រ: sombot
តតែតតោ: tataetatao
សាច់: sach
អម្មា: aommea
ក្រឡាប់: krolab
ចាក់បណ្ដោយ: chakbandaoy
សៅកែ: saukae
រលះ: roleah
សម្បើម: sambaum
បញ្ឆាច់: bonhchheach
សញ្ជីវនកម្ម: sanhchivnokamm
ឥស្សរ: issor
គោត្ត: koutt
កញ្ជ្រោង: konhjroung
អន្តសយ្យា: aantosayyea
ក្លងខែក: klangkhaek
បាំងសែង: bangsaeng
ស្អុយ: s'uy
ហត្ថិគោបក: hatthekobokk
ប្រភើច: brophauch
បុព្វ: bopvor
សសរ: sosor
ប្លៀកៗ: bleak
រំកាច់រំកោច: romkachorumkaoch
អក្សណៈ: aaksanak
អភិរាម: aaphiream
អាស្រម: aasrom
ល្ហែម: l'haem
យោន: youn
ពម: pom
សសោះអន្ទង: sosaohntong
បោកបោះ: baokabaoh
ប្រមាណបុរស: brameanboros
ត្អើក: taaeuk
ជន្ម: chonmor
ក្រាំង: krang
កំប៉េះ: kompeh
រឡូងរឡាង: rolongrolang
រាត់រាយ: reatreay
មករា: meakkara
ប្លោញៗ: blaonh
អភ្រំសៈ: aaphrumsak
សុភិក្ខ: sophikkhar
ធ្យាន: thyean
ចង្គ្រោង: changkroung
អធិភូ: aothiphu
អវសេស: aavoses
មេត្រី: metrei
កំណោះ: komnaoh
ឆវីវណ្ណ: chhavivonn
អផលព្រឹក្ស: aopholoprueksor
អស្សា: aassa
ស្ងាប: sngab
ខ្វែក: khvaek
អរណ្យ: aaronyar
អព្ភោកាស: aopphoukas
ចំណាំតែ: chamnamtae
ស្មង: smong
ម្នាង: mneang
កាបូប: kaboub
អច្ឆិទ្ទវុត្តិនី: aochchhettvutteni
បន្ទ្រេត: bontret
ប្លៀវ: bleav
ទំពា: tumpea
សទ្ធា: sotthea
ច្របល់: chrabal
សហភាព: sohopheap
ក្រពុំ: kropom
ចប់: job
ច្រៀច: chriech
សោមនស្ស: saomnoss
បដិច្ចសមុប្បាទ: badechchsamubbat
កាឡកណ្ណី: kalkannei
ប្រាយ: bray
ត្រមង់: tromong
ត្រសុស: trasos
បន្សុទ្ធ: bonsutthor
កំពោង: kompoung
បង្ហេវ: banghev
អសាធារណ: aosathearon
ថ្នម: thnam
គ្រលែង: kroleaeng
សន្ថត: sonthot
ព្រះពុទ្ធ: preahputthor
ផ្កាចន្ទន៍: phkarjan
ហៀវហោះ: hievhoh
សម្ទែល: somteael
ឃោសនា: khousana
សំណព្វចិត្ត: samnopvochett
ទឹងទាំង: tuengteang
អភិរូហ៍: aaphiruh
ប្រចក្ស: brochoksor
ប្រាមោទ្យ: bramaot
ប្រជ្រុយ: brachruy
ផើត: phaeut
វចីកម្ម: vocheikomm
ការកែទម្រង់: karkaetomrong
ឥសិន្ធរ: isenthor
ឆូវ: chhouv
ម៉ក់: mok
ថ្កល់: thkol
ទំពាំង: tumpeang
គ្រិស្តសករាជ: kristsakareach
ប្រគេន: broken
អនិច្ច: aonichch
វាហនៈ: veahoneak
មេក្រមី: mekromi
សលៀង: solieng
កំណាញ់: komnanh
កន្ធែក: kontheaek
ពេបជ្រាយ: pebchreay
ឦសធរ: isothor
តម្រៀប: tamrieb
កង្កែបប្រុយ: kongkaebbroy
ក្បាក់: kbak
រិះគន់: riskun
ស្ដួច: sduoch
បន្តុះ: bontuh
មាក់ប៉ែន: meakopaen
សង្កើច: sangkauch
ស្រយឺល: srayueul
ស្ថាបនិក: sthabonik
ផ្ដោះផ្ដង: phdaohphdang
ដំណល់: damnol
ពិទ្រុម: pitrum
ប្រក្រតី: brakratei
រិបុញ្ជ័យ: ribonhjey
ប្រែក: braek
សន្សែ: sanseae
រងៀម: rongiem
វេន: ven
ត្រដោម: tradaom
កេសរសីហៈ: kesorseihak
ឆា: chha
តយ: toy
ខែមករា: khaemokora
ឆែ: chhae
ជម្រួញ: chomruonh
ពិចិត្រ: pichetrar
ខ្លោង: khlaong
ពាស: peas
ស្រក់: srak
កន្តាវរ៉ាវ: kanteavreav
ក្រវៀន: krovien
ហ្មត់ហ្មង: hmothmong
មហេសក្ខ: mohesakkhar
គន: kon
អស្មិ: aosme
មហិច្ឆតា: mohechchhata
សមាយោគ: someayouk
ប្រអប់: bra ob
ឧបេក្ខា: ubekkha
នលាដ: nolead
សំងំ: samngum
វិធុរភាព: vithuropheap
ហេរិកា: herika
តិកតុក: tektok
មេឃុំ: mekhum
ពាហនសត្វ: peahnosatvar
បញ្ចា: bonhchea
ខ្ពង់រាប: khpongreab
ចង្កូម: changkum
ហោតិល: haotirl
មច្ឆព័ន្ធ: mochchhapornthor
ក្រាក់អាច់: krakoaach
កន្តេះឡង់: kontehlong
មេខ្លោង: mekhlaong
វើមៗ: vaum
បម្រាស: bamreas
បូព្រឹក្ស: boprek
ក្រវិកក្រវក់: kravikkravok
ល្បុង: lbung
ការរចនា: karrachana
វិស្វាសបាត្រ: visvasbatror
ព្យញ្ជនសិលិដ្ឋ: pyonhchonoselidthar
អម្បាល: aambeal
ល្គាយល្គង: lkeaylkong
ពហុភាសក: pohopheasok
អន្ទោល: aontoul
ជំនាញ: jneanh
អាច: ach
ជើងរាវ: chaungreav
ហុកសិប: hoksueb
ឆ្អេះ: chhaeh
ដកគាំ: dokokoam
ប្រទង់: brotongg
ចំណូក: chamnouk
ផ្កាចេក: phkarchek
តៅ: tau
ខ្ញៀវខ្ញារ: khnhievkhnhar
វន្ទីយបុគ្គល: vonteaybokkol
សដូវ: sadouv
ឧបធិ: ubothi
ទម្រង់ការ: tomrongkar
លេខ: lek
បញ្ញើ: bonhnhau
ច្រាស: chras
ប្រទះ: broteah
ឧបបីឡកកម្ម: ubobeilkokomm
ប៉ែតសិប: baetoseb
ឧបជីវិក: ubochivik
ស្លាយ: slay
ត្រួត: trut
ប្លោត: blaot
មហាម៉ាត់: mohamat
រឃុងរឃាំង: rokhongrokhearng
ថេយ្យសំវាស: theyysamveas
ពលទោ: polotou
អាយតនិបាត: aaytanibat
ព្រហស្បតិ៍: p'hors
រាជកកុធភណ្ឌ: reachkokothphondor
សមុច្ឆេទ: somuchchhet
ផ្នង់ទឹក: phnongtuek
ហើមស្រក: haeumsrork
និវត្តន៍: nivtton
ច្រេះ: chreh
វិបស្សនាបញ្ញា: vibssoneabnhnhea
ភួង: phuong
កងសោយ: korngsoy
ដងគោម: dongkoum
កកែកកកោក: kokaekkokaok
ផឹង: phoeng
ជំនួស: jumnous
ស្រមណី: sromoney
ប្រណិត: brornirt
ការអនុញ្ញាត: karanounhat
សន្តិភាព: santipheap
អគាធ: aakeath
ពងក្រពើ: pongokropau
កាឡកណ្ណី: kalkonnei
សំណែព: samnaep
ពិព័រណ៍: pipo
កប្បាស: kobbas
កល្បសព្ទ: kalbosaptor
ខ្ញឹង: khnhoeng
បំបប: bambob
គ្រឹកៗ: kruek
វិវដ្ដ: vivodd
អន្ត្រោក: aantrouk
ពីណា: pina
ប្រេតវ័ន: bretavoan
ផរណាបីតិ: phoronabeite
រន្ធវាស: ronthoveas
ស្រឡើកើ: sralaeukaeu
ចុះចត: chohchat
រលោង: rolong
អង្គាលឿង: aongkealoeang
ប្រតប់: bratob
ព្រហាម: proham
ពញាក្រែក: ponhakraek
ក្រញូស: kronhus
រគីង: roking
សម្ពរ: sampor
អន្តរកាល: aantorokal
បារម្ភ: barom
សម្រូប: samrub
រេញ: renh
កំប្លុក: kamblok
អកម្មកិរិយា: aakammokeriyea
សម្រុត: samrut
តម្លោះ: tomluoh
ព្យញ្ជនៈ: pyonhchonek
ភ្នែកឆ្មា: phneaekchhma
អសទ្ធម្ម: aosotthomm
យោគាវចរ: youkeavochor
បណ្ឌិត: bondet
រញា: ronhea
ស្ទក់: stok
ហិតប្រណី: hirbraney
វិលមុខ: vilomukh
ប្រៀច: briech
ទង្គុក: tongkuk
ពន្យី: ponyi
ឈ្លីក: chhlik
វ៉េសវ៉ូស: vesvus
ប៉ប្រាច់: babrach
ចោរប្លន់: chaorblon
ក្ដូនចេស: kdounjes
កន្តើយ: kontauy
អីវ៉ែ: aeivae
កម្រៃ: komrai
រេរាំ: rerorm
ចម្រាញ់: chomreanh
ប្រផេះ: bropheh
ប្រសូត: brosout
អទិស្សមាន: aotissomean
ប្រឹប: breub
កល្ប: kalbor
កន្ធីង: konthing
ផ្កាបិណ្ឌ: phkabendar
តែលតោល: taelotaol
ត្របែងដៃ: trabaengdai
នឹង: nong
ពុត: put
ពោរ: pour
ពង្វឹក: pongvuek
ពូត: put
អនោតត្តស្រះ: aonoutttosrah
ស្ទើរកោះ: staeurokaoh
ស្លាស្ងាប: slasngab
បាគង: bakong
បាយ: by
បញ្ញត្ត: banhnhott
តួមៗ: tuom
ត្លុង: tlong
គណនេយ្យ: konaneyy
បញ្ជិកាក្រឹត: bonhchikakroet
ប្រដោល: bradaol
ខ្ជួន: khchuon
អាចារា: aacharea
សន្សំទុក: sonsumtuk
សមាន: samean
រុំ: ruum
ក្រមឺម: kromueum
រឡៅ: rolau
ខ្នាត: khnat
មុង្គ្រេ: mungkre
គណនីយដ្ឋាន: kononiydthan
ច្រវាប: chraveab
ក្រអេក: kroaek
សំពៅ: sampov
វៃ: vey
ក្រមាច: krameach
ភ្លេង: pleng
ឈ្លោះ: chhluoh
ក្អៀកៗ: kaiek
ឧបាទវ៍: ubatov
ងុរងក់: ngurngok
អ៊‌ីកអ៊ាក: aeikaak
អាតាបិនី: aatabeni
បន្តោង: bontoung
រនះរនាត: roneahroniet
គោះ: kuoh
តោក: taok
ហេងហាង: haenghang
ប្រផាប់: brophabb
ពិជិតមារ: pichitomear
ច្រកាចច្រកូវ: chrakachchrakouv
ចន្ទាល់: chanteal
បង្កឿង: bongkoeang
ស្រឡាប: sralab
អន្តែងអន្តៃ: aonteaengaontey
បម្រះ: bomreah
បន្ធំ: bonthum
អបរិយោសាន: aoboriyousan
ព្រះប្រឡាយ: preahbralay
កណ្ដាប់ចង្អេរ: kondabchngaer
ឈើច្រាន: chhauchran
ល្ហ: lhor
ជួបគ្នា: chuobknea
មុខជា: mukhachea
ក្សេម: ksem
ជើងស្រម: chaungsram
វឹល: vuel
ក្រក: krak
បន្ទ្រាន់: bontrean
សុធម្មា: sothmmea
អង្ស័ក: aongseak
ប៉ើច: baeuch
រហិល: rohel
ពើង: paung
ពេជ្រ: pich
តូន: toun
គ្រែ: kreae
មាស: meas
ឧល្លោកនៈ: ulloukaneak
ស្រមើង: sramaung
អធិជេដ្ឋ: aathichedthar
ស្អុង: s'aong
រូបភាព: rub pheap
ស្រមើង: sromaung
សេយ្យា: seyyea
ជាតី: cheatei
អាឡ្ហក: aalhok
លុយ: luy
ព្យាង្គ: pyeangkor
សស្រ៊‌ឹង: sosroeng
ចេញមុខ: chenhmukh
ឧបជ្ឈា: ubachchhea
ភោជ្ជសាលី: phouchchsali
ម្សៅ: msov
បញ្ចេញមតិ: banhchenhomote
រម្លាយ: romleay
សន្ធឹកសន្ធៃ: sonthueksonthey
សាបតេយ្យ: sabteyy
ចំបក់: chambok
ឧបន្យាសកថា: ubanyeasakatha
សប្បាយ: sabay
វិនិច្ឆយ: vinichchhoy
ពាទ្យម៉ាង: peatymeang
ត្រោកសាញ: traoksanh
ហៀវហោះ: heavhoah
អ្នកផង: anakaphang
រិបុញ្ជ័យ: ribonhchey
ហ្លាក: lak
សត្តមី: sottomi
អង្គញ់ស្វា: aangkonhosva
ជើងកប: chaungkab
អារញ្ញ: aaronhnh
ត្រណម: tronom
ស្រកានាគ: srokaneak
ពិរាល័យ: pirealai
ចំណាយ: jomnay
សិរិ: seri
ពាទ្យភណ្ឌ: peatyphondor
ស្រួប: sruob
តុលា: tola
បៀតសៀត: bietosiet
នវមាលិកា: novomealika
កសាង: kasang
ម្ចាស់ផែនដី: mcheasophaenodey
រថក្រោះ: rothokraoh
កន្តរ៉: kontor
ទ្រុម: trum
បន្លុក: bonluk
កាត: kat
បណ្ដាំ: bondam
រតនគិរី: ratanakkiri
លំនៅ: lomnov
ក្រដាស: krodas
ឆ្ងក់: chhngak
កម្ជេញ: komjenh
ចឺន: cheun
ទឡ្ហប្រហារ: tolhabrahar
លួង: luong
អនុបមា: aanubamea
អដវិក: aadavik
បញ្ជើច: bonhchauch
ស្អុង: s'aung
ប្លេះប្លោះ: blehblaoh
គំហក: kumhok
សជ្ឈាយនកម្ម: sochchheaynokomm
ស្រងោច: srongouch
ពភ្លាក់ពភ្លើ: pophleakpphlau
ធ្មេញ: tmenh
សុទន្ត: sotontor
ចោរ: jor
ច្រអឹង: chraaoeng
លំប៉ា: lumpa
អរហន្តា: aorohontea
កន្ទ្រោក: kontrouk
ការសម្រេច: karsamrech
បុស្បា: bosba
បំផ្លិច: bamphlech
បូករួម: boukoruom
ភ្លៀង: pleang
ញ៉ោង: nhoung
ចំណាញ់: chamnanh
អាចម៍បន្ទោះ: aachmobantuoh
ត្រអេក: traaek
វណ្ណ: vonn
ច្រអាង: chroaang
ស្រី: srey
ទត: tot
ទិដ្ឋិ: tidthe
ឫទ្ធា: rytthea
រុក: ruk
សុរូប: sorub
រវៀស: rovies
វិសុទ្ធិ: visotthi
ខ្ទែត: khtaet
បន្លំយក: bonlumyok
របេញរបុញ: robenhrobonh
គុលី: kuli
លំហើយ: lumhery
ព្រះឥន្ទ: preahntor
ក្រមប់: kramob
ព្រះរៀម: preahriem
សាលាដ: salead
ស្រមណសក្ដិ: sramonasakde
សេ: se
ប្រិយភាព: breypheap
សាដាន: sadan
ការប្រកាស: karbrakas
រោគាពាធ: roukeapeath
ទងត្រៅ: tongtrau
លម្អៀង: lomaieng
ជន្លួញបរ: chonluonhobar
ធ្វើទុក្ខ: thvertuk
សម្ដើង: samdaung
សង្ឃឹក: sangkhuek
ភ្នំយោង: phnumyoung
កោស: kaos
រួញ: ruonh
ហ៊ោ: ho
បណីតភាព: baneitapheap
ត្រមែង: trameaeng
ហិរញ្ញ: heranh
ហិមៈ: hirmak
រវើក: roverk
ដកឃ្លា: dokokhlea
សន្ទិដ្ឋមិត្ត: santidthmitt
សើរើ: saeurau
ហិមពាន្ត: hempean
កម្រើក: komrauk
បាតុកម្ម: batokomm
តាំងយូ: tangyu
កំហាន: kamhan
គាំង: keang
សន្និច្ច័យ: sannichchai
ប្រទះ: brateah
ឆដាភា: chhadaphea
បុព្វេសន្និវាស: bopvesnniveas
