romanized,khmer,frequency
thalyeatra,ថលយាត្រា,1
chaungkaaek,ជើងក្អែក,1
thaomopheap,ថោមភាព,1
taeuk,តើក,1
tromeae,ទ្រមែ,1
brothoun,ប្រថួន,1
bangkmeng,បង់ក្មេង,1
slet,ស្លែត,1
aariy,អរិយ,1
praus,ព្រើស,1
lmenhlmau,ល្មេញល្មើ,1
terbtae,ទើបតែ,1
toy,ទយ,1
robeabona,របៀបណា,1
punnoh,ប៉ុណ្ណោះ,1
nimitt,និមិត្ត,1
mechaung,មេជើង,1
aomphouchini,អម្ភោជិនី,1
roping,រពីង,1
rolanh,រឡាញ,1
yutthubkoron,យុទ្ធុបករណ៍,1
aoamtroam,អុំត្រុំ,1
kamlos,កំលោះ,1
momouk,មមោក,1
aophaso,អផាសុ,1
svochon,ស្វជន,1
chochreschochras,ចច្រេសចច្រាស,1
po,ពោធិ៍,1
preahneam,ព្រះនាម,1
chrolas,ច្រឡាស,1
kantraung,កន្ទ្រើង,1
chongkeh,ចង្កេះ,1
kokour,កកូរ,1
chamyeam,ចាំយាម,1
vethi,វេធី,1
noveaktophond,នវាគតភណ្ឌ,1
Denmark,ដាណឺម៉ាក,1
kreh,ក្រិះ,1
trosos,ត្រសុស,1
songkhotothomr,សង្ខតធម៌,1
iriyea,ឥរិយា,1
vueueah,វ៉ឺះ,1
badeseth,បដិសេធ,1
kochrea,គជ្រា,1
sroverng,ស្រវឹង,1
romkach,រំកាច់,1
bech,ប៉ិច,1
krola,ក្រឡា,1
Turkmenistan,តូមិននីស្ថាន,1
promor,ព្រមរ,1
cheaek,ជែក,1
tinksai,ទិនក្ស័យ,1
pramol,ប្រមូល,1
pnit,ពិនិត្យ,1
aonussavoriy,អនុស្សាវរីយ,1
barea,បរា,1
aathireachini,អធិរាជិនី,1
rumdeng,រំដេង,1
bapvotareach,បព្វតរាជ,1
sroeb,ស្រឹប,1
reangdochachea,រាងដូចជា,1
chomlauy,ជម្លើយ,1
khar,ខារ,1
tuohbeychea,ទោះបីជា,1
slon,ស្លន់,1
tidththommikbrayouchon,ទិដ្ឋធម្មិកប្រយោជន៍,1
aoseitesavok,អសីតិសាវក,1
chhausoul,ឈើសូល,1
kommiksomajik,កម្មិកសមាជិក,1
aovityea,អវិទ្យា,1
brormatkongkeb,ប្រមាត់កង្កែប,1
brasnith,ប្រស្និត,1
chhvael,ឆ្វែល,1
vibbkennapheap,វិប្បកិណ្ណភាព,1
sambuktroyuk,សម្បុកទ្រយុក,1
roheang,រហៀង,1
sontheani,សន្ធានី,1
vichitreastrar,វិជិតរាស្ត្រ,1
sampheareak,សំភារៈ,1
phkabaphngar,ផ្កាប់ផ្ងារ,1
lies,លៀស,1
chhuol,ឆួល,1
songreaek,សង្រែក,1
aareathon,អារាធន,1
bronorm,ប្រណម្យ,1
lombek,លំបេក,1
totehtotaoh,តតេះតតោះ,1
intochit,ឥន្ទជិត,1
syol,ស្យុល,1
tderm,ដណ្ដើម,1
kalborichhet,កាលបរិច្ឆេទ,1
pongvieeah,ពង្វៀះ,1
putthkhousak,ពុទ្ធឃោសៈ,1
krapeatdai,ក្រពាត់ដៃ,1
anokokoamr,អ្នកគាំទ្រ,1
ruengtaoeng,រឹងត្អឹង,1
phorussoptor,ផរុសសព្ទ,1
chumpuk,ជំពូក,1
aothikarinei,អធិការិណី,1
krolengkroloung,គ្រលេងគ្រលោង,1
roluoy,រលួយ,1
blathu,ប្លាធូ,1
aoroha,អរហា,1
traeng,ត្រែង,1
yourodai,យួរដៃ,1
sambochonhnheak,សម្បជញ្ញៈ,1
stouchtrei,ស្ទូចត្រី,1
sart,ស្អាត,1
konlanh,កន្លាញ់,1
chamrok,ចម្រក,1
chanteastuek,ចន្ទាស់ទឹក,1
tropouk,ត្រពោក,1
krasal,ក្រសាល,1
sarneka,សារណិកា,1
breabbradoch,ប្រៀបប្រដូច,1
chbaol,ច្បោល,1
chronuoch,ជ្រនួច,1
haset,ហសិត,1
houng,ហួង,1
chamaeng,ចំអេង,1
tonsong,ទន្សង,1
skat,ស្កាត,1
saurseni,សៅរសេនី,1
saenobot,សែនបទ,1
veanavear,វាណវារ,1
konhjrieb,កញ្ជ្រៀប,1
sambat,សម្បត្តិ,1
aophasok,អផាសុក,1
roboam,របុំ,1
kontokkontenh,កន្ទក់កន្ទេញ,1
krau,ក្រឳ,1
konhchheat,កញ្ឆាត់,1
pophok,ពភក់,1
tralach,ត្រឡាច,1
aabaveat,អបវាទ,1
chhueb,ឈឹប,1
uboseneabotei,ឧបសេនាបតី,1
aaneaveasa,អនាវាសា,1
somburon,សម្បូរណ៍,1
monou,មនោ,1
hehay,ហែហៃ,1
tun,ទុន,1
sapvokrob,សព្វគ្រប់,1
chotrongkor,ចត្រង្គ,1
kouhie,គោហៀ,1
neayok,នាយឯក,1
sombot,សំបុត្រ,1
tataetatao,តតែតតោ,1
sach,សាច់,1
aommea,អម្មា,1
krolab,ក្រឡាប់,1
chakbandaoy,ចាក់បណ្ដោយ,1
saukae,សៅកែ,1
roleah,រលះ,1
sambaum,សម្បើម,1
bonhchheach,បញ្ឆាច់,1
sanhchivnokamm,សញ្ជីវនកម្ម,1
issor,ឥស្សរ,1
koutt,គោត្ត,1
konhjroung,កញ្ជ្រោង,1
aantosayyea,អន្តសយ្យា,1
klangkhaek,ក្លងខែក,1
bangsaeng,បាំងសែង,1
s'uy,ស្អុយ,1
hatthekobokk,ហត្ថិគោបក,1
brophauch,ប្រភើច,1
bopvor,បុព្វ,1
sosor,សសរ,1
bleak,ប្លៀកៗ,1
romkachorumkaoch,រំកាច់រំកោច,1
aaksanak,អក្សណៈ,1
aaphiream,អភិរាម,1
aasrom,អាស្រម,1
l'haem,ល្ហែម,1
youn,យោន,1
pom,ពម,1
sosaohntong,សសោះអន្ទង,1
baokabaoh,បោកបោះ,1
brameanboros,ប្រមាណបុរស,1
taaeuk,ត្អើក,1
chonmor,ជន្ម,1
krang,ក្រាំង,1
kompeh,កំប៉េះ,1
rolongrolang,រឡូងរឡាង,1
reatreay,រាត់រាយ,1
meakkara,មករា,1
blaonh,ប្លោញៗ,1
aaphrumsak,អភ្រំសៈ,1
sophikkhar,សុភិក្ខ,1
thyean,ធ្យាន,1
changkroung,ចង្គ្រោង,1
aothiphu,អធិភូ,1
aavoses,អវសេស,1
metrei,មេត្រី,1
komnaoh,កំណោះ,1
chhavivonn,ឆវីវណ្ណ,1
aopholoprueksor,អផលព្រឹក្ស,1
aassa,អស្សា,1
sngab,ស្ងាប,1
khvaek,ខ្វែក,1
aaronyar,អរណ្យ,1
aopphoukas,អព្ភោកាស,1
chamnamtae,ចំណាំតែ,1
smong,ស្មង,1
mneang,ម្នាង,1
kaboub,កាបូប,1
aochchhettvutteni,អច្ឆិទ្ទវុត្តិនី,1
bontret,បន្ទ្រេត,1
bleav,ប្លៀវ,1
tumpea,ទំពា,1
sotthea,សទ្ធា,1
chrabal,ច្របល់,1
sohopheap,សហភាព,1
kropom,ក្រពុំ,1
job,ចប់,1
chriech,ច្រៀច,1
saomnoss,សោមនស្ស,1
badechchsamubbat,បដិច្ចសមុប្បាទ,1
kalkannei,កាឡកណ្ណី,1
bray,ប្រាយ,1
tromong,ត្រមង់,1
trasos,ត្រសុស,1
bonsutthor,បន្សុទ្ធ,1
kompoung,កំពោង,1
banghev,បង្ហេវ,1
aosathearon,អសាធារណ,1
thnam,ថ្នម,1
kroleaeng,គ្រលែង,1
sonthot,សន្ថត,1
preahputthor,ព្រះពុទ្ធ,1
phkarjan,ផ្កាចន្ទន៍,1
hievhoh,ហៀវហោះ,1
somteael,សម្ទែល,1
khousana,ឃោសនា,1
samnopvochett,សំណព្វចិត្ត,1
tuengteang,ទឹងទាំង,1
aaphiruh,អភិរូហ៍,1
brochoksor,ប្រចក្ស,1
bramaot,ប្រាមោទ្យ,1
brachruy,ប្រជ្រុយ,1
phaeut,ផើត,1
vocheikomm,វចីកម្ម,1
karkaetomrong,ការកែទម្រង់,1
isenthor,ឥសិន្ធរ,1
chhouv,ឆូវ,1
mok,ម៉ក់,1
thkol,ថ្កល់,1
tumpeang,ទំពាំង,1
kristsakareach,គ្រិស្តសករាជ,1
broken,ប្រគេន,1
aonichch,អនិច្ច,1
veahoneak,វាហនៈ,1
mekromi,មេក្រមី,1
solieng,សលៀង,1
komnanh,កំណាញ់,1
kontheaek,កន្ធែក,1
pebchreay,ពេបជ្រាយ,1
isothor,ឦសធរ,1
tamrieb,តម្រៀប,1
kongkaebbroy,កង្កែបប្រុយ,1
kbak,ក្បាក់,1
riskun,រិះគន់,1
sduoch,ស្ដួច,1
bontuh,បន្តុះ,1
meakopaen,មាក់ប៉ែន,1
sangkauch,សង្កើច,1
srayueul,ស្រយឺល,1
sthabonik,ស្ថាបនិក,1
phdaohphdang,ផ្ដោះផ្ដង,1
damnol,ដំណល់,1
pitrum,ពិទ្រុម,1
brakratei,ប្រក្រតី,1
ribonhjey,រិបុញ្ជ័យ,1
braek,ប្រែក,1
sanseae,សន្សែ,1
rongiem,រងៀម,1
ven,វេន,1
tradaom,ត្រដោម,1
kesorseihak,កេសរសីហៈ,1
chha,ឆា,1
toy,តយ,1
khaemokora,ខែមករា,1
chhae,ឆែ,1
chomruonh,ជម្រួញ,1
pichetrar,ពិចិត្រ,1
khlaong,ខ្លោង,1
peas,ពាស,1
srak,ស្រក់,1
kanteavreav,កន្តាវរ៉ាវ,1
krovien,ក្រវៀន,1
hmothmong,ហ្មត់ហ្មង,1
mohesakkhar,មហេសក្ខ,1
kon,គន,1
aosme,អស្មិ,1
mohechchhata,មហិច្ឆតា,1
someayouk,សមាយោគ,1
bra ob,ប្រអប់,1
ubekkha,ឧបេក្ខា,1
nolead,នលាដ,1
samngum,សំងំ,1
vithuropheap,វិធុរភាព,1
herika,ហេរិកា,1
tektok,តិកតុក,1
mekhum,មេឃុំ,1
peahnosatvar,ពាហនសត្វ,1
bonhchea,បញ្ចា,1
khpongreab,ខ្ពង់រាប,1
changkum,ចង្កូម,1
haotirl,ហោតិល,1
mochchhapornthor,មច្ឆព័ន្ធ,1
krakoaach,ក្រាក់អាច់,1
kontehlong,កន្តេះឡង់,1
mekhlaong,មេខ្លោង,1
vaum,វើមៗ,1
bamreas,បម្រាស,1
boprek,បូព្រឹក្ស,1
kravikkravok,ក្រវិកក្រវក់,1
lbung,ល្បុង,1
karrachana,ការរចនា,1
visvasbatror,វិស្វាសបាត្រ,1
pyonhchonoselidthar,ព្យញ្ជនសិលិដ្ឋ,1
aambeal,អម្បាល,1
lkeaylkong,ល្គាយល្គង,1
pohopheasok,ពហុភាសក,1
aontoul,អន្ទោល,1
jneanh,ជំនាញ,1
ach,អាច,1
chaungreav,ជើងរាវ,1
hoksueb,ហុកសិប,1
chhaeh,ឆ្អេះ,1
dokokoam,ដកគាំ,1
brotongg,ប្រទង់,1
chamnouk,ចំណូក,1
phkarchek,ផ្កាចេក,1
tau,តៅ,1
khnhievkhnhar,ខ្ញៀវខ្ញារ,1
vonteaybokkol,វន្ទីយបុគ្គល,1
sadouv,សដូវ,1
ubothi,ឧបធិ,1
tomrongkar,ទម្រង់ការ,1
lek,លេខ,1
bonhnhau,បញ្ញើ,1
chras,ច្រាស,1
broteah,ប្រទះ,1
ubobeilkokomm,ឧបបីឡកកម្ម,1
baetoseb,ប៉ែតសិប,1
ubochivik,ឧបជីវិក,1
slay,ស្លាយ,1
trut,ត្រួត,1
blaot,ប្លោត,1
mohamat,មហាម៉ាត់,1
rokhongrokhearng,រឃុងរឃាំង,1
theyysamveas,ថេយ្យសំវាស,1
polotou,ពលទោ,1
aaytanibat,អាយតនិបាត,1
p'hors,ព្រហស្បតិ៍,1
reachkokothphondor,រាជកកុធភណ្ឌ,1
somuchchhet,សមុច្ឆេទ,1
phnongtuek,ផ្នង់ទឹក,1
haeumsrork,ហើមស្រក,1
nivtton,និវត្តន៍,1
chreh,ច្រេះ,1
vibssoneabnhnhea,វិបស្សនាបញ្ញា,1
phuong,ភួង,1
korngsoy,កងសោយ,1
dongkoum,ដងគោម,1
kokaekkokaok,កកែកកកោក,1
phoeng,ផឹង,1
jumnous,ជំនួស,1
sromoney,ស្រមណី,1
brornirt,ប្រណិត,1
karanounhat,ការអនុញ្ញាត,1
santipheap,សន្តិភាព,1
aakeath,អគាធ,1
pongokropau,ពងក្រពើ,1
kalkonnei,កាឡកណ្ណី,1
samnaep,សំណែព,1
pipo,ពិព័រណ៍,1
kobbas,កប្បាស,1
kalbosaptor,កល្បសព្ទ,1
khnhoeng,ខ្ញឹង,1
bambob,បំបប,1
kruek,គ្រឹកៗ,1
vivodd,វិវដ្ដ,1
aantrouk,អន្ត្រោក,1
pina,ពីណា,1
bretavoan,ប្រេតវ័ន,1
phoronabeite,ផរណាបីតិ,1
ronthoveas,រន្ធវាស,1
sralaeukaeu,ស្រឡើកើ,1
chohchat,ចុះចត,1
rolong,រលោង,1
aongkealoeang,អង្គាលឿង,1
bratob,ប្រតប់,1
proham,ព្រហាម,1
ponhakraek,ពញាក្រែក,1
kronhus,ក្រញូស,1
roking,រគីង,1
sampor,សម្ពរ,1
aantorokal,អន្តរកាល,1
barom,បារម្ភ,1
samrub,សម្រូប,1
renh,រេញ,1
kamblok,កំប្លុក,1
aakammokeriyea,អកម្មកិរិយា,1
samrut,សម្រុត,1
tomluoh,តម្លោះ,1
pyonhchonek,ព្យញ្ជនៈ,1
phneaekchhma,ភ្នែកឆ្មា,1
aosotthomm,អសទ្ធម្ម,1
youkeavochor,យោគាវចរ,1
bondet,បណ្ឌិត,1
ronhea,រញា,1
stok,ស្ទក់,1
hirbraney,ហិតប្រណី,1
vilomukh,វិលមុខ,1
briech,ប្រៀច,1
tongkuk,ទង្គុក,1
ponyi,ពន្យី,1
chhlik,ឈ្លីក,1
vesvus,វ៉េសវ៉ូស,1
babrach,ប៉ប្រាច់,1
chaorblon,ចោរប្លន់,1
kdounjes,ក្ដូនចេស,1
kontauy,កន្តើយ,1
aeivae,អីវ៉ែ,1
komrai,កម្រៃ,1
rerorm,រេរាំ,1
chomreanh,ចម្រាញ់,1
bropheh,ប្រផេះ,1
brosout,ប្រសូត,1
aotissomean,អទិស្សមាន,1
breub,ប្រឹប,1
kalbor,កល្ប,1
konthing,កន្ធីង,1
phkabendar,ផ្កាបិណ្ឌ,1
taelotaol,តែលតោល,1
trabaengdai,ត្របែងដៃ,1
nong,នឹង,1
put,ពុត,1
pour,ពោរ,1
pongvuek,ពង្វឹក,1
put,ពូត,1
aonoutttosrah,អនោតត្តស្រះ,1
staeurokaoh,ស្ទើរកោះ,1
slasngab,ស្លាស្ងាប,1
bakong,បាគង,1
by,បាយ,1
banhnhott,បញ្ញត្ត,1
tuom,តួមៗ,1
tlong,ត្លុង,1
konaneyy,គណនេយ្យ,1
bonhchikakroet,បញ្ជិកាក្រឹត,1
bradaol,ប្រដោល,1
khchuon,ខ្ជួន,1
aacharea,អាចារា,1
sonsumtuk,សន្សំទុក,1
samean,សមាន,1
ruum,រុំ,1
kromueum,ក្រមឺម,1
rolau,រឡៅ,1
khnat,ខ្នាត,1
mungkre,មុង្គ្រេ,1
kononiydthan,គណនីយដ្ឋាន,1
chraveab,ច្រវាប,1
kroaek,ក្រអេក,1
sampov,សំពៅ,1
vey,វៃ,1
krameach,ក្រមាច,1
pleng,ភ្លេង,1
chhluoh,ឈ្លោះ,1
kaiek,ក្អៀកៗ,1
ubatov,ឧបាទវ៍,1
ngurngok,ងុរងក់,1
aeikaak,អ៊‌ីកអ៊ាក,1
aatabeni,អាតាបិនី,1
bontoung,បន្តោង,1
roneahroniet,រនះរនាត,1
kuoh,គោះ,1
taok,តោក,1
haenghang,ហេងហាង,1
brophabb,ប្រផាប់,1
pichitomear,ពិជិតមារ,1
chrakachchrakouv,ច្រកាចច្រកូវ,1
chanteal,ចន្ទាល់,1
bongkoeang,បង្កឿង,1
sralab,ស្រឡាប,1
aonteaengaontey,អន្តែងអន្តៃ,1
bomreah,បម្រះ,1
bonthum,បន្ធំ,1
aoboriyousan,អបរិយោសាន,1
preahbralay,ព្រះប្រឡាយ,1
kondabchngaer,កណ្ដាប់ចង្អេរ,1
chhauchran,ឈើច្រាន,1
lhor,ល្ហ,1
chuobknea,ជួបគ្នា,1
mukhachea,មុខជា,1
ksem,ក្សេម,1
chaungsram,ជើងស្រម,1
vuel,វឹល,1
krak,ក្រក,1
bontrean,បន្ទ្រាន់,1
sothmmea,សុធម្មា,1
aongseak,អង្ស័ក,1
baeuch,ប៉ើច,1
rohel,រហិល,1
paung,ពើង,1
pich,ពេជ្រ,1
toun,តូន,1
kreae,គ្រែ,1
meas,មាស,1
ulloukaneak,ឧល្លោកនៈ,1
sramaung,ស្រមើង,1
aathichedthar,អធិជេដ្ឋ,1
s'aong,ស្អុង,1
rub pheap,រូបភាព,1
sromaung,ស្រមើង,1
seyyea,សេយ្យា,1
cheatei,ជាតី,1
aalhok,អាឡ្ហក,1
luy,លុយ,1
pyeangkor,ព្យាង្គ,1
sosroeng,សស្រ៊‌ឹង,1
chenhmukh,ចេញមុខ,1
ubachchhea,ឧបជ្ឈា,1
phouchchsali,ភោជ្ជសាលី,1
msov,ម្សៅ,1
banhchenhomote,បញ្ចេញមតិ,1
romleay,រម្លាយ,1
sonthueksonthey,សន្ធឹកសន្ធៃ,1
sabteyy,សាបតេយ្យ,1
chambok,ចំបក់,1
ubanyeasakatha,ឧបន្យាសកថា,1
sabay,សប្បាយ,1
vinichchhoy,វិនិច្ឆយ,1
peatymeang,ពាទ្យម៉ាង,1
traoksanh,ត្រោកសាញ,1
heavhoah,ហៀវហោះ,1
anakaphang,អ្នកផង,1
ribonhchey,រិបុញ្ជ័យ,1
lak,ហ្លាក,1
sottomi,សត្តមី,1
aangkonhosva,អង្គញ់ស្វា,1
chaungkab,ជើងកប,1
aaronhnh,អារញ្ញ,1
tronom,ត្រណម,1
srokaneak,ស្រកានាគ,1
pirealai,ពិរាល័យ,1
jomnay,ចំណាយ,1
seri,សិរិ,1
peatyphondor,ពាទ្យភណ្ឌ,1
sruob,ស្រួប,1
tola,តុលា,1
bietosiet,បៀតសៀត,1
novomealika,នវមាលិកា,1
kasang,កសាង,1
mcheasophaenodey,ម្ចាស់ផែនដី,1
rothokraoh,រថក្រោះ,1
kontor,កន្តរ៉,1
trum,ទ្រុម,1
bonluk,បន្លុក,1
kat,កាត,1
bondam,បណ្ដាំ,1
ratanakkiri,រតនគិរី,1
lomnov,លំនៅ,1
krodas,ក្រដាស,1
chhngak,ឆ្ងក់,1
komjenh,កម្ជេញ,1
cheun,ចឺន,1
tolhabrahar,ទឡ្ហប្រហារ,1
luong,លួង,1
aanubamea,អនុបមា,1
aadavik,អដវិក,1
bonhchauch,បញ្ជើច,1
s'aung,ស្អុង,1
blehblaoh,ប្លេះប្លោះ,1
kumhok,គំហក,1
sochchheaynokomm,សជ្ឈាយនកម្ម,1
srongouch,ស្រងោច,1
pophleakpphlau,ពភ្លាក់ពភ្លើ,1
tmenh,ធ្មេញ,1
sotontor,សុទន្ត,1
jor,ចោរ,1
chraaoeng,ច្រអឹង,1
lumpa,លំប៉ា,1
aorohontea,អរហន្តា,1
kontrouk,កន្ទ្រោក,1
karsamrech,ការសម្រេច,1
bosba,បុស្បា,1
bamphlech,បំផ្លិច,1
boukoruom,បូករួម,1
pleang,ភ្លៀង,1
nhoung,ញ៉ោង,1
chamnanh,ចំណាញ់,1
aachmobantuoh,អាចម៍បន្ទោះ,1
traaek,ត្រអេក,1
vonn,វណ្ណ,1
